Cohort_Position,True_Family,Predicted_Family,ATTACK_Candidate_ID,ATTACK_Candidate_Name,Aggregated_Evidence_Level,Supporting_Feature_Count,Supporting_Features,Candidate_Positive_SHAP,Candidate_Normalized_SHAP_Support
547,Conti,Shade,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_session_false_avg,0.11472039669752121,0.0463533382929388
547,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.ninjections,0.10024497658014297,0.04050447388042807
548,Conti,Maze,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_csrss_handles_false_avg,0.0762186199426651,0.03543967538571158
548,Conti,Maze,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load_avg; ldrmodules.not_in_load; ldrmodules.not_in_init_avg,1.4958358779549599,0.6955247678966439
549,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_deskthrd_false_avg,0.11063428223133087,0.04867058214077054
549,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4021131992340088,0.17689890600351774
549,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg,0.3153143525123596,0.13871408377764702
550,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_deskthrd_false_avg; psxview.not_in_session_false_avg,0.1586129553616047,0.04033809535339474
550,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.6934574246406555,0.17635855567347716
550,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem,1.4162541925907135,0.36017862812736195
551,Conti,Maze,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem; ldrmodules.not_in_load_avg,0.48451489210128784,0.2825975095650152
552,Conti,Pysa,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_pslist_false_avg; psxview.not_in_ethread_pool_false_avg,0.17787227407097816,0.08595817896770022
552,Conti,Pysa,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem; ldrmodules.not_in_init; ldrmodules.not_in_load,0.48834896087646484,0.23599848597516024
553,Conti,Maze,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_csrss_handles_false_avg,0.06590710580348969,0.03558376489836506
553,Conti,Maze,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem; ldrmodules.not_in_load; ldrmodules.not_in_load_avg,0.7507381290197372,0.40532942173076447
554,Conti,Zeus,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_session_false_avg,0.05668538063764572,0.01958621710842433
554,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init_avg; ldrmodules.not_in_load,0.3023914396762848,0.10448380733453777
555,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg; psxview.not_in_session_false_avg,0.4535408653318882,0.20475513515587784
555,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.6149771809577942,0.27763702332015755
555,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem,0.36169814318418503,0.16329190565686558
556,Conti,Transponder,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg,0.5389951169490814,0.32115368873663225
557,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init; ldrmodules.not_in_load_avg; ldrmodules.not_in_load,0.30608396232128143,0.12344092109844615
558,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.15826697647571564,0.07541774511531646
558,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.5156939029693604,0.24573964953221675
558,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init; ldrmodules.not_in_mem,0.1391989029943943,0.06633138270619396
559,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_session_false_avg; psxview.not_in_deskthrd_false_avg,0.1036338061094284,0.021858653030041992
559,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.7847728133201599,0.16552587690991546
559,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem,1.5716813802719116,0.3315022313169261
560,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.796755850315094,0.16294566774949362
560,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load,1.8663642816245556,0.3816928034012528
561,Conti,Ako,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_deskthrd_false_avg,0.08800037950277328,0.06066993347353209
561,Conti,Ako,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem; ldrmodules.not_in_init,0.1462557129561901,0.10083279669147814
562,Conti,Pysa,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load; ldrmodules.not_in_mem_avg,0.5341710671782494,0.33247795174308
563,Conti,Emotet,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_pspcid_list_false_avg,0.08772215247154236,0.04789131463720298
563,Conti,Emotet,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_load_avg; ldrmodules.not_in_load,0.10973731055855751,0.05991034099516929
564,Conti,Ako,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem; ldrmodules.not_in_init_avg; ldrmodules.not_in_load,0.2504066340625286,0.13657639136631097
565,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.ninjections; malfind.uniqueInjections,0.09736714884638786,0.04663171246548886
566,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.3618471920490265,0.2581525594504376
566,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem; ldrmodules.not_in_init,0.08574064821004868,0.061169931039190426
567,Conti,Gator,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_session_false_avg; psxview.not_in_pslist_false_avg,0.17326875776052475,0.08442067188370203
567,Conti,Gator,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init_avg; ldrmodules.not_in_mem,0.30202537775039673,0.14715396846589698
568,Conti,Scar,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_session_false_avg; psxview.not_in_ethread_pool_false_avg; psxview.not_in_pslist_false_avg,0.11317525804042816,0.08093103591439438
568,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem,0.129568412899971,0.09265369533359327
569,Conti,Zeus,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_ethread_pool_false_avg; psxview.not_in_csrss_handles_false_avg,0.08200254291296005,0.03022684261233586
569,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_load,0.08414100110530853,0.031015096694673127
570,Conti,Pysa,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_deskthrd_false_avg; psxview.not_in_session_false_avg,0.10801361128687859,0.07511718240174116
570,Conti,Pysa,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg,0.3842666447162628,0.2672350947085044
571,Conti,Shade,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_session_false_avg; psxview.not_in_csrss_handles_false_avg,0.25313714519143105,0.13793085956498363
571,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.04965285211801529,0.027055138696897577
571,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem_avg,0.035465482622385025,0.01932464119121364
572,Conti,Refroso,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg,0.5398197919130325,0.19168621779124248
573,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.09779306873679161,0.032572104278064326
573,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.682824432849884,0.227429499019587
573,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_init; ldrmodules.not_in_mem; ldrmodules.not_in_mem_avg,0.347172275185585,0.11563326211015387
574,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_load,0.25402670353651047,0.09836865510658943
575,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_deskthrd_false_avg,0.07038038969039917,0.03850566794251861
575,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.3470771610736847,0.18988866037151877
575,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem,0.04236118867993355,0.02317614142426963
576,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4307646155357361,0.3147391868893117
576,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_init_avg,0.21804843097925186,0.15931760268551245
577,Conti,Ako,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load_avg; ldrmodules.not_in_load,0.40049829706549644,0.3022185132708414
578,Conti,Gator,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem_avg,0.08507196605205536,0.049506871597392386
579,Conti,Pysa,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_ethread_pool_false_avg,0.04627988114953041,0.029182205241800777
579,Conti,Pysa,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem; ldrmodules.not_in_load; ldrmodules.not_in_init,0.29480262100696564,0.18589050745938168
580,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_load; ldrmodules.not_in_mem,1.1852425187826157,0.4745241642708123
581,Conti,Reconyc,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.21950551867485046,0.07048013692167057
581,Conti,Reconyc,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_load; ldrmodules.not_in_init,0.5785597562789917,0.18576740615033865
582,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_deskthrd_false_avg; psxview.not_in_ethread_pool_false_avg; psxview.not_in_csrss_handles_false_avg,0.1954294741153717,0.13671146616924662
582,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.48692774772644043,0.3406272600972766
582,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load_avg,0.2449747771024704,0.1713705729586715
583,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg; psxview.not_in_session_false_avg,0.5124093517661095,0.21998046806430446
583,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.559585452079773,0.24023345640786078
583,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem_avg; ldrmodules.not_in_load_avg,0.21724683046340942,0.09326539276871218
584,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.16311181336641312,0.08173163327829279
584,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.48521310091018677,0.2431292890866764
585,Conti,Refroso,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg,0.745347186923027,0.3216313571193256
586,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_load; ldrmodules.not_in_load_avg,0.47186677530407906,0.15837558502832624
587,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.15403759479522705,0.0882401176414486
587,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.5289783477783203,0.3030241526413681
587,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem,0.7153672985732555,0.40979667766732286
588,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init; ldrmodules.not_in_load_avg; ldrmodules.not_in_load,0.19515100866556168,0.11893738950068433
589,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,5,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem; ldrmodules.not_in_load,1.0316447168588638,0.42667809092948417
590,Conti,Scar,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.04143465310335159,0.021397015193205676
590,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_load_avg,0.06179818511009216,0.03191282191780242
591,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_pspcid_list_false_avg,0.03565831109881401,0.02454525653340835
591,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4321826696395874,0.2974912206638347
591,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem,0.04514053463935852,0.031072307370584137
592,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_deskthrd_false_avg; psxview.not_in_csrss_handles_false_avg; psxview.not_in_ethread_pool_false_avg,0.26706284284591675,0.13114573656801534
592,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.5578765869140625,0.2739547558366515
592,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem; ldrmodules.not_in_mem_avg,0.19018315896391869,0.09339266443570854
593,Conti,Zeus,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_ethread_pool_false_avg,0.12113431468605995,0.07280636852601481
593,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_load,0.05792741850018501,0.034816599986679936
594,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.33033862709999084,0.10864285039978519
594,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.uniqueInjections; malfind.ninjections,0.7852265313267708,0.25824787528421306
594,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init_avg; ldrmodules.not_in_init,0.1629924476146698,0.05360549039617864
595,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_session_false_avg,0.07167033106088638,0.04062520375836524
595,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.uniqueInjections; malfind.ninjections,0.49494368955492973,0.2805510723817412
595,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_init_avg,0.20868702232837677,0.11829096752203522
596,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_load,0.07125402987003326,0.039150545982567314
597,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.3017595335841179,0.09237040768209101
597,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.uniqueInjections; malfind.ninjections,0.5685227513313293,0.17402823265691472
598,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.uniqueInjections; malfind.ninjections,0.5390258207917213,0.2841609776805193
598,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_init,0.16972706466913223,0.08947587810243557
599,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg,1.0336726754903793,0.43531892867667843
600,Conti,180solutions,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_load; ldrmodules.not_in_load_avg,0.23671209812164307,0.16436771196147473
601,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem_avg; ldrmodules.not_in_load,0.15806333720684052,0.0779888780030723
602,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.3648126423358917,0.1320387256200772
602,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.6468366384506226,0.234113283132217
602,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_init,0.32519030570983887,0.11769798676657883
603,Conti,Shade,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_session_false_avg; psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.3310624659061432,0.18131151267081866
603,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.06934285163879395,0.037976692069653886
603,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg,0.35780245065689087,0.19595608154600846
604,Conti,Transponder,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem,0.7006714940071106,0.2602801543607896
605,Conti,Reconyc,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.21131423115730286,0.0794751716734587
605,Conti,Reconyc,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_load_avg; ldrmodules.not_in_load; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg,1.028623752295971,0.3868648545504946
606,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,3,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg; psxview.not_in_session_false_avg,0.5393029227852821,0.17438712161360426
606,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.614377498626709,0.1986629759326084
606,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem,0.36497777700424194,0.11801794741995536
607,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.03957899659872055,0.016889050726215497
607,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init_avg; ldrmodules.not_in_init; ldrmodules.not_in_mem,0.34300027787685394,0.14636422319901518
608,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_deskthrd_false_avg,0.0687134861946106,0.03817170491343618
608,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.3524385988712311,0.1957866343459184
608,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_mem,0.04230969771742821,0.02350387654138593
609,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4650399088859558,0.22762616181641537
609,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem_avg; ldrmodules.not_in_mem; ldrmodules.not_in_init,0.20036055892705917,0.09807180875554214
610,Conti,Refroso,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init_avg,0.5170465260744095,0.15449523387900144
611,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.45940926671028137,0.3077666554951006
611,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem_avg,0.7593165636062622,0.5086800292831408
612,Conti,Pysa,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem; ldrmodules.not_in_load,0.27389249205589294,0.15414247437109507
613,Conti,Scar,T1014,Rootkit,MEDIUM_CANDIDATE,5,psxview.not_in_ethread_pool_false_avg; psxview.not_in_ethread_pool; psxview.not_in_deskthrd; psxview.not_in_pslist_false_avg; psxview.not_in_session_false_avg,0.685824379324913,0.2962036077804013
613,Conti,Scar,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_load_avg,0.086170494556427,0.037216541349783326
614,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4032973647117615,0.2643985035271976
614,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg,0.19522415474057198,0.12798738321203806
615,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.37624919414520264,0.14706733188020094
615,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.6342036724090576,0.24789592488490478
615,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_mem; ldrmodules.not_in_init,0.15429959446191788,0.06031223460628542
616,Conti,Transponder,T1014,Rootkit,MEDIUM_CANDIDATE,4,psxview.not_in_deskthrd_false_avg; psxview.not_in_ethread_pool_false_avg; psxview.not_in_pslist_false_avg; psxview.not_in_session_false_avg,0.6403234601020813,0.3737271225596868
616,Conti,Transponder,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg,0.2496991753578186,0.14573783427695605
617,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,2,ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg,0.1669248640537262,0.09150517436823381
618,Conti,Gator,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem,0.5908423662185669,0.2557596744713267
619,Conti,Zeus,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_mem_avg; ldrmodules.not_in_init; ldrmodules.not_in_load_avg,0.5942812263965607,0.2790959156850163
620,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_deskthrd_false_avg; psxview.not_in_csrss_handles_false_avg,0.22745948284864426,0.08754467007446046
620,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.5675247311592102,0.2184290789999308
620,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_mem_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_init_avg,0.25074049830436707,0.09650507388592026
621,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.07817620038986206,0.029401974267085358
621,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_load,0.3972659222781658,0.14941123213667065
622,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.4912723898887634,0.3146319146598203
622,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_mem_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem; ldrmodules.not_in_init,0.428971603512764,0.2747318182861334
623,Conti,Shade,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.uniqueInjections,0.0623534619808197,0.03013957744142731
623,Conti,Shade,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,4,ldrmodules.not_in_init_avg; ldrmodules.not_in_load_avg; ldrmodules.not_in_mem; ldrmodules.not_in_mem_avg,0.5088961869478226,0.24598339128112892
624,Conti,Conti,T1014,Rootkit,MEDIUM_CANDIDATE,2,psxview.not_in_csrss_handles_false_avg; psxview.not_in_deskthrd_false_avg,0.0703635886311531,0.02457189627842762
624,Conti,Conti,T1055,Process Injection,HIGH_CANDIDATE,1,malfind.ninjections,0.06195605918765068,0.0216358757390758
624,Conti,Conti,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,3,ldrmodules.not_in_load_avg; ldrmodules.not_in_load; ldrmodules.not_in_init_avg,0.8168724477291107,0.28526266850207493
625,Emotet,Emotet,T1014,Rootkit,MEDIUM_CANDIDATE,1,psxview.not_in_deskthrd_false_avg,0.16804958879947662,0.03290403029918726
625,Emotet,Emotet,T1620,Reflective Code Loading,MEDIUM_CANDIDATE,1,ldrmodules.not_in_init_avg,0.06142470985651016,0.012026929245563804
626,Emotet,Emotet,T1055,Process Injection,HIGH_CANDIDATE,2,malfind.ninjections; malfind.uniqueInjections,1.7843392044305801,0.377724839125211
