Perturbation_Scale,Perturbation_Percent,Test_Local_Index,True_Family,Predicted_Family,Correct,Original_Confidence,Mean_Jaccard_Top5,Std_Jaccard_Top5,Mean_Jaccard_Top10,Std_Jaccard_Top10,Mean_SHAP_Rank_Spearman,Std_SHAP_Rank_Spearman,Prediction_Stability,Mean_Confidence_Change,Mean_Absolute_Confidence_Change
0.01,1.0,6057,180solutions,Emotet,0,0.2605852484703064,0.657142857142857,0.17535192990020923,0.6314518814518814,0.09392037375219443,0.9259227095093354,0.0278694484694543,0.05,-0.17654600637033582,0.17654600637033582
0.01,1.0,6821,TIBS,TIBS,1,0.37889450788497925,0.699404761904762,0.3123015242734048,0.8696969696969697,0.12966722966869498,0.9558876811594204,0.02264188240395157,0.4,-0.20054539628326892,0.20186611004173755
0.01,1.0,8376,Scar,Shade,0,0.2202632576227188,0.43154761904761907,0.1389278573450453,0.5095238095238095,0.09124409043751686,0.8874764799536834,0.03461713363111438,0.3,-0.044333750102669,0.17156571159139275
0.01,1.0,6620,Gator,Gator,1,0.3352084159851074,0.3948412698412699,0.1482263706001568,0.5152680652680652,0.13424437805374032,0.8679005644811115,0.035129164815759346,0.0,-0.28570564163383094,0.28570564163383094
0.01,1.0,7502,Emotet,Emotet,1,0.9244049787521362,0.5166666666666667,0.1507915622244668,0.7272727272727273,0.07422696190252058,0.9592813721233174,0.02304246158189326,0.5,-0.5609831055626273,0.5609831055626273
0.01,1.0,1719,Benign,Benign,1,0.999895453453064,0.7095238095238094,0.16141382149217423,0.8166666666666667,0.11112373665641762,0.9772435663774879,0.012305160864709511,1.0,-0.020559471845626832,0.020559471845626832
0.01,1.0,8293,Scar,CWS,0,0.3880627155303955,0.6357142857142856,0.12623539182677682,0.7095571095571096,0.11431754476251237,0.9160641989589356,0.02284623894461628,0.5,-0.10657773390412331,0.13300255909562111
0.01,1.0,7850,Refroso,CWS,0,0.2153172343969345,0.47916666666666663,0.1149210391446894,0.5357808857808857,0.11976871997773764,0.9296884037015614,0.017654537184904697,0.2,-0.10134785692207515,0.11693133334629238
0.01,1.0,3538,Benign,Benign,1,0.9999507665634155,0.7,0.24003967925959166,0.8772727272727272,0.12176955157780642,0.986946854268426,0.007932369046341894,1.0,-0.002276289463043213,0.002276289463043213
0.01,1.0,7438,Emotet,Scar,0,0.28280285000801086,0.6571428571428571,0.17535192990020923,0.6963869463869464,0.11990934056683425,0.9523933950281254,0.018703747465641428,0.2,-0.17292612548917533,0.17292612548917533
0.01,1.0,1943,Benign,Benign,1,0.9999697208404541,1.0,0.0,0.9818181818181818,0.05454545454545453,0.980068528103813,0.012104173546499307,1.0,-4.297494888305664e-06,4.297494888305664e-06
0.01,1.0,5049,Conti,Maze,0,0.20282988250255585,0.2966269841269841,0.0914152998938018,0.5767399267399267,0.10997234407817416,0.8881739130434785,0.024896230763675562,0.05,-0.13599389754235744,0.13599389754235744
0.01,1.0,7071,Transponder,Transponder,1,0.3345085084438324,0.7928571428571429,0.19936122481361235,0.7629370629370629,0.12233232594940302,0.9586159420289855,0.018084739795876586,0.35,-0.08086331933736801,0.08223401755094528
0.01,1.0,7512,Emotet,Emotet,1,0.8014005422592163,0.47619047619047616,0.09523809523809523,0.46318681318681315,0.07147528293231536,0.9052793457808654,0.03422001158763262,0.05,-0.7064640830736607,0.7064640830736607
0.01,1.0,8743,Zeus,Pysa,0,0.3644769489765167,0.6833333333333332,0.07264831572567791,0.8045454545454545,0.07007473381725564,0.967166714864083,0.016172002826554725,0.4,-0.056944568455219266,0.08329634815454483
0.01,1.0,8789,Pysa,Ako,0,0.4016123116016388,0.34226190476190477,0.15651668473409205,0.5348651348651348,0.11363616725138219,0.9133412939643941,0.02514825282609373,0.4,-0.21990277441218495,0.22854784997180105
0.01,1.0,976,Benign,Benign,1,0.9999699592590332,0.8833333333333332,0.1589898669028243,0.9727272727272727,0.0649220766231168,0.979999270977619,0.013833346635530316,1.0,-0.0021254271268844604,0.0021254509687423707
0.01,1.0,978,Benign,Benign,1,0.9999716281890869,0.8666666666666666,0.16329931618554522,0.9454545454545453,0.08331955809010616,0.9888678282423271,0.009879372288699124,1.0,-0.0002093791961669922,0.0002093791961669922
0.01,1.0,7811,Reconyc,Refroso,0,0.6703419089317322,0.4523809523809524,0.14136121532187992,0.6815850815850815,0.11846308878352269,0.9434763636363636,0.022317659760603993,0.2,-0.5539772311341948,0.5539772311341948
0.01,1.0,243,Benign,Benign,1,0.999968409538269,0.9333333333333332,0.13333333333333336,0.9636363636363636,0.07272727272727271,0.9827112342348909,0.013790095228606903,1.0,-0.0004268229007720947,0.0004268229007720947
0.01,1.0,6726,Gator,Zeus,0,0.30540260672569275,0.5476190476190474,0.11904761904761905,0.47893772893772885,0.11162774535115408,0.9038613681727451,0.02741551697685081,0.45,-0.16211102306842803,0.16211102306842803
0.01,1.0,4029,Benign,Benign,1,0.9999030828475952,0.6238095238095237,0.13375782766845848,0.8363636363636363,0.054545454545454536,0.983782897134942,0.0096613338630721,1.0,-0.004182788729667664,0.004202923178672791
0.01,1.0,5189,Maze,Conti,0,0.30182984471321106,0.7172619047619047,0.1916583479413326,0.7208624708624708,0.08406770490466868,0.9562290909090907,0.02048175192661681,0.75,-0.07773721180856227,0.10454007349908352
0.01,1.0,3297,Benign,Benign,1,0.9999675750732422,0.9,0.1527525231651947,0.9545454545454545,0.07872958216222167,0.9776044324560764,0.012206360280377419,1.0,-3.991425037384033e-05,3.991425037384033e-05
0.01,1.0,1645,Benign,Benign,1,0.9999710321426392,0.9666666666666666,0.1,0.9454545454545455,0.08331955809010617,0.992316104104396,0.006210457755743968,1.0,-1.9171833992004393e-05,1.9314885139465333e-05
0.01,1.0,8886,Ako,Zeus,0,0.1517789512872696,0.5761904761904761,0.15126076356446277,0.5244255744255744,0.11959790638322905,0.9259081836327342,0.03113052980067425,0.05,-0.08734181774780155,0.08734181774780155
0.01,1.0,6672,Gator,Gator,1,0.6387476325035095,0.5238095238095237,0.11664236870396086,0.5829170829170829,0.1148659295683466,0.9082573454913879,0.023568307256404075,0.75,-0.22132825031876563,0.2562044598162174
0.01,1.0,3211,Benign,Benign,1,0.9999737739562988,0.9,0.1527525231651947,0.9272727272727271,0.08907235428302465,0.9893271123423488,0.007115699124791921,1.0,-3.07619571685791e-05,3.07619571685791e-05
0.01,1.0,6265,CWS,Conti,0,0.1208188608288765,0.5297619047619047,0.1459244127634674,0.48461538461538456,0.11414885672445411,0.9258727272727271,0.021370706760376872,0.0,-0.06603730041533709,0.06774619314819574
0.01,1.0,9274,Shade,Shade,1,0.27419015765190125,0.5821428571428571,0.1730454503624885,0.5624042624042623,0.1371312554910574,0.9032204371110145,0.02873816060788344,0.2,-0.1465449148789048,0.15439089182764293
0.01,1.0,3887,Benign,Benign,1,0.9999668598175049,0.8833333333333334,0.1589898669028243,0.9454545454545455,0.08331955809010617,0.9785266457680251,0.014359547657322816,1.0,-0.0013150542974472046,0.0013150542974472046
0.01,1.0,8287,Scar,TIBS,0,0.322860985994339,0.7833333333333332,0.1589898669028243,0.7504329004329005,0.1340962809317792,0.9403152173913044,0.022986796514731275,0.8,0.07638726606965066,0.1471388541162014
0.01,1.0,5350,Maze,Emotet,0,0.1503983438014984,0.43650793650793657,0.15976842967616978,0.6356143856143855,0.12416858060453499,0.9141373570704875,0.028132205546889853,0.1,-0.08310311087407171,0.08449077853001655
0.01,1.0,8264,Scar,Emotet,0,0.23107632994651794,0.6976190476190476,0.1725328191856411,0.6158175158175158,0.1279113664613469,0.9111014618613401,0.034502074234498296,0.05,-0.16183447821531444,0.16389604492578655
0.01,1.0,3962,Benign,Benign,1,0.9999700784683228,0.9,0.1527525231651947,1.0,0.0,0.9876831668732231,0.0111492640456744,1.0,-1.875758171081543e-05,1.875758171081543e-05
0.01,1.0,9189,Shade,Zeus,0,0.33775120973587036,0.4999999999999999,0.10910894511799618,0.6340326340326341,0.11710822085855918,0.921085102522228,0.027561853942564864,0.1,-0.2587069136090577,0.2587069136090577
0.01,1.0,8391,Scar,Gator,0,0.3058505058288574,0.3501984126984127,0.15791893397479273,0.41483516483516486,0.12861003563414478,0.8580366189028801,0.03984015356331538,0.0,-0.2783171268296428,0.2783171268296428
0.01,1.0,4585,Benign,Benign,1,0.9999693632125854,0.9,0.1527525231651947,0.9636363636363635,0.0727272727272727,0.9825071079682145,0.014360824509878646,1.0,-3.36378812789917e-05,3.36378812789917e-05
0.01,1.0,7073,Transponder,Shade,0,0.30214324593544006,0.5226190476190475,0.1746757605255885,0.7235431235431236,0.10954074172232084,0.9367564046895354,0.026803176412123816,0.5,-0.06331305801868439,0.10282297432422638
0.01,1.0,7498,Emotet,Conti,0,0.25754886865615845,0.3928571428571429,0.07142857142857142,0.5713286713286714,0.1555190382207539,0.8790581818181817,0.03490797327756377,0.15,-0.1395154400728643,0.1395154400728643
0.01,1.0,216,Benign,Benign,1,0.9999698400497437,0.9166666666666666,0.14433756729740646,0.8999999999999998,0.09045340337332908,0.9849493329445214,0.011114124327804342,1.0,-2.9981136322021484e-05,2.9981136322021484e-05
0.01,1.0,6328,CWS,Gator,0,0.2952124774456024,0.40178571428571425,0.13764679856960924,0.4663003663003663,0.09839853317312702,0.8605007960631059,0.04400546123624356,0.2,-0.21392949864966795,0.21392949864966795
0.01,1.0,5734,180solutions,Shade,0,0.3207732141017914,0.4821428571428571,0.1316270499255713,0.41927655677655673,0.09113367743880546,0.8795230858300765,0.03430850162217875,0.1,-0.22312583439052106,0.22312583439052106
0.01,1.0,5419,Pysa,Shade,0,0.22322818636894226,0.37281746031746027,0.18825789547952682,0.5018772893772894,0.11775163663263863,0.8772108843537414,0.04101791186612628,0.15,-0.09807674419134856,0.12471234928816557
0.01,1.0,5481,Pysa,Transponder,0,0.34238436818122864,0.4809523809523809,0.18475024509110805,0.5904928404928405,0.12471393192743778,0.9494746376811595,0.013033649175002954,0.05,-0.258411299623549,0.258411299623549
0.01,1.0,8927,Ako,Gator,0,0.5390827059745789,0.6642857142857143,0.14003158050031062,0.6152181152181152,0.11929350591971419,0.899529599073672,0.025855523184240586,0.45,-0.2338814676972106,0.2728810490341857
0.01,1.0,7672,Reconyc,Refroso,0,0.6074556708335876,0.38690476190476186,0.1491266462231234,0.5732600732600732,0.08470572219668261,0.8711963636363634,0.02933793730461051,0.05,-0.5520369204925373,0.5520369204925373
0.01,1.0,9010,Ako,Reconyc,0,0.31101253628730774,0.4523809523809524,0.14136121532187995,0.6412254412254412,0.1642338737120439,0.9273375307569834,0.03637111099029581,0.1,-0.2255394782871008,0.22735041938722134
0.01,1.0,260,Benign,Benign,1,0.9998169541358948,0.7523809523809523,0.22008038111031128,0.840909090909091,0.10578969730127986,0.9799227236276152,0.01119685347038345,1.0,-0.01090920865535736,0.01090920865535736
0.01,1.0,3067,Benign,Benign,1,0.9999734163284302,0.9166666666666666,0.14433756729740646,0.9272727272727271,0.08907235428302465,0.9899139753590436,0.0074115182917234845,1.0,-0.0006583541631698609,0.0006583541631698609
0.01,1.0,4648,Benign,Benign,1,0.9999731779098511,0.9333333333333332,0.13333333333333336,0.9181818181818182,0.09045340337332905,0.9876722315375082,0.010412723926314005,1.0,-2.9942393302917482e-05,2.9942393302917482e-05
0.01,1.0,6324,CWS,Transponder,0,0.2576449513435364,0.5422619047619047,0.21059907396436608,0.7833333333333334,0.10062933283224446,0.9251884057971015,0.019599103773516237,0.15,-0.1511335015296936,0.1511335015296936
0.01,1.0,8570,Zeus,Ako,0,0.37242576479911804,0.7809523809523808,0.21317170748189895,0.7208624708624708,0.08406770490466868,0.9485562310030394,0.01537876043800039,0.85,-0.026825056970119478,0.056930311024188995
0.01,1.0,3079,Benign,Benign,1,0.9999452829360962,0.6738095238095237,0.1906398106770094,0.8545454545454545,0.07272727272727271,0.9836006415396952,0.006286036433272672,1.0,-0.0038972705602645873,0.0038972705602645873
0.01,1.0,7726,Reconyc,180solutions,0,0.1866018921136856,0.588095238095238,0.14851876355953042,0.5799200799200799,0.09127930312542942,0.8683596009253902,0.02689807689998828,0.15,-0.06360756810754538,0.0990659600123763
0.01,1.0,5558,Pysa,Zeus,0,0.22044554352760315,0.5047619047619047,0.19167775773884507,0.45082417582417583,0.13244180390392576,0.9039049174378514,0.03039287264071397,0.05,-0.16104273763485252,0.16104273763485252
0.01,1.0,1507,Benign,Benign,1,0.9999737739562988,0.9166666666666666,0.14433756729740646,0.9636363636363636,0.07272727272727271,0.9859845447255232,0.010290090220149796,1.0,-1.7589330673217775e-05,1.7589330673217775e-05
0.01,1.0,8418,Scar,Emotet,0,0.26374366879463196,0.5119047619047619,0.11356419064487447,0.47147435897435896,0.09449523390007561,0.9207229700390794,0.028399179421448796,0.0,-0.19685248679015785,0.19685248679015785
0.01,1.0,5083,Conti,Zeus,0,0.25836965441703796,0.6452380952380952,0.18224786888818678,0.4386446886446887,0.14932076171486489,0.9189983669025585,0.023195554443451234,0.05,-0.20001216218806803,0.20001216218806803
0.01,1.0,635,Benign,Benign,1,0.9999709129333496,0.9166666666666666,0.14433756729740646,0.9636363636363635,0.0727272727272727,0.9876211999708392,0.013941942645454957,1.0,-3.4242868423461914e-05,3.4242868423461914e-05
0.01,1.0,9132,Shade,Shade,1,0.49229735136032104,0.4404761904761904,0.1325658181626196,0.4130494505494505,0.0805587465089515,0.8762483716891012,0.02890705817160943,0.05,-0.35932448599487543,0.35932448599487543
0.01,1.0,555,Benign,Benign,1,0.9999711513519287,0.95,0.11902380714238084,0.9272727272727274,0.08907235428302462,0.9905700955019319,0.0062207986400956,1.0,-2.022087574005127e-05,2.0244717597961424e-05
0.01,1.0,3981,Benign,Benign,1,0.9999717473983765,0.8714285714285713,0.182014427177299,0.793939393939394,0.1233150906022776,0.9837428009039876,0.010698164363683411,1.0,-0.001268675923347473,0.001268675923347473
0.01,1.0,9232,Shade,Pysa,0,0.503733217716217,0.6648809523809522,0.20551753570679362,0.8424242424242424,0.11798740808443506,0.952461683053788,0.02012981026801543,0.95,-0.04409713894128799,0.07442142516374588
0.01,1.0,4983,Conti,Scar,0,0.18044079840183258,0.6577380952380951,0.2310528438835295,0.6765234765234764,0.16894933274619803,0.9208201778261659,0.03057109729044158,0.05,-0.06481432300060988,0.06906200181692838
0.01,1.0,7150,Transponder,Transponder,1,0.6083027720451355,0.6952380952380952,0.22253945610567474,0.7447552447552447,0.09653980601342112,0.9395072463768116,0.020818521514728915,0.7,-0.21405069567263127,0.21745244599878788
0.01,1.0,8043,Refroso,Zeus,0,0.14958980679512024,0.6886904761904761,0.18996490157973805,0.4898101898101898,0.11590750488340236,0.9256650335692249,0.023281080718075914,0.4,-0.008974895067512988,0.04503051955252886
0.01,1.0,6323,CWS,Transponder,0,0.23073062300682068,0.6488095238095237,0.24288340194170435,0.7417249417249416,0.13570478173748027,0.9417826086956523,0.017328909813139125,0.45,-0.01321024764329195,0.13029620815068482
0.01,1.0,5076,Conti,Zeus,0,0.4353407621383667,0.47916666666666663,0.1149210391446894,0.5163461538461538,0.13667602358542583,0.9093050263110143,0.025711042506291196,0.15,-0.32788822436705234,0.32788822436705234
0.01,1.0,4451,Benign,Benign,1,0.9998407363891602,0.7023809523809523,0.19452541236152612,0.8045454545454545,0.1416403313716626,0.9592877451337755,0.019019891788213148,1.0,-0.02677195966243744,0.026773127913475036
0.01,1.0,2133,Benign,Benign,1,0.9999732971191406,0.9833333333333332,0.0726483157256779,0.9545454545454547,0.07872958216222167,0.9913064081067289,0.009663407531797192,1.0,-9.328126907348633e-06,9.328126907348633e-06
0.01,1.0,6168,CWS,Scar,0,0.19642767310142517,0.7071428571428571,0.2141666335794993,0.55018315018315,0.09332108418134026,0.9340555253130102,0.027287721039006084,0.25,-0.06545547735877336,0.08540471983142198
0.01,1.0,1396,Benign,Benign,1,0.9998509883880615,0.8333333333333333,0.16666666666666669,0.8863636363636364,0.1237888987755166,0.9780892323394328,0.008707758842029527,1.0,-0.012119311094284057,0.012119311094284057
0.02,2.0,4682,Benign,Benign,1,0.9999737739562988,0.95,0.11902380714238082,0.990909090909091,0.03962635403218793,0.9884778012684989,0.007876224839474548,1.0,-0.0008354395627975464,0.0008354395627975464
0.02,2.0,3966,Benign,Benign,1,0.9999704360961914,0.9,0.1527525231651947,0.8909090909090909,0.08907235428302462,0.9851097178683388,0.008648242127729027,1.0,-0.0011298656463623047,0.001129889488220215
0.02,2.0,6493,Gator,Gator,1,0.6376500725746155,0.42857142857142855,0.12198750911856664,0.5097069597069597,0.09415611797534847,0.8976588507743524,0.04169720992821751,0.5,-0.3519975424744189,0.35531768212094905
0.02,2.0,51,Benign,Benign,1,0.9998937845230103,0.7309523809523809,0.19417538884383123,0.7772727272727272,0.11668634229994036,0.9734526499963548,0.013778566876933266,1.0,-0.02183983027935028,0.02183983027935028
0.02,2.0,6307,CWS,Conti,0,0.19933195412158966,0.46726190476190477,0.10693597751917665,0.5833999333999333,0.11491047199253618,0.8628472727272726,0.03546670020089966,0.0,-0.1298621904104948,0.1298621904104948
0.02,2.0,6764,TIBS,TIBS,1,0.9861793518066406,0.5404761904761903,0.19628060805261857,0.7592074592074592,0.14737963860250178,0.9675434782608695,0.02154959525514517,0.8,-0.30976797752082347,0.30976797752082347
0.02,2.0,6007,180solutions,Emotet,0,0.3001534342765808,0.6648809523809524,0.20551753570679362,0.6684149184149184,0.12085718834059002,0.94269431176726,0.028428973154548842,0.15,-0.20428897386300376,0.2107934946368914
0.02,2.0,5059,Conti,Zeus,0,0.19569000601768494,0.5285714285714286,0.19548474547720013,0.39175824175824175,0.10374192882029341,0.900936309199782,0.03579381566653893,0.0,-0.15238056785892695,0.15238056785892695
0.02,2.0,6912,TIBS,Maze,0,0.5388067364692688,0.7428571428571427,0.182201204473419,0.6864801864801864,0.09890292085583587,0.9281231884057972,0.02379867137224734,0.95,-0.06130962818861008,0.1094421312212944
0.02,2.0,6626,Gator,Gator,1,0.3858468234539032,0.4511904761904762,0.19162229595845579,0.5228438228438228,0.14630762521526686,0.8875886524822695,0.04005805367230423,0.0,-0.3424479026114568,0.3424479026114568
0.02,2.0,6774,TIBS,TIBS,1,0.9278537631034851,0.7190476190476189,0.20476190476190478,0.9545454545454545,0.07872958216222167,0.9670760869565218,0.016948147241425376,1.0,-0.10347302705049514,0.10953737050294876
0.02,2.0,8647,Zeus,Gator,0,0.4742535948753357,0.6119047619047618,0.1398695537402335,0.5751581751581751,0.1010156715983298,0.8974489795918366,0.0294481417586706,0.25,-0.3183002492878586,0.322531475732103
0.02,2.0,4232,Benign,Benign,1,0.999915361404419,0.7666666666666665,0.1527525231651947,0.9287878787878787,0.1019889441063419,0.9860100605088575,0.005500274575495285,0.95,-0.04705057442188263,0.047056916356086734
0.02,2.0,3301,Benign,Benign,1,0.9999709129333496,0.95,0.11902380714238082,0.9818181818181818,0.05454545454545453,0.989892104687614,0.011041675729280718,1.0,-0.0023036807775497436,0.0023036807775497436
0.02,2.0,6281,CWS,Transponder,0,0.2036837786436081,0.6607142857142857,0.23757383385089412,0.7156177156177156,0.10197968696609494,0.9135579710144928,0.03528975017095975,0.25,-0.040038312412798406,0.08552915249019861
0.02,2.0,1938,Benign,Benign,1,0.999972939491272,0.8833333333333334,0.1589898669028243,0.9454545454545453,0.08331955809010616,0.9907778668805131,0.00676183487098226,1.0,-0.001110711693763733,0.001110711693763733
0.02,2.0,3924,Benign,Benign,1,0.9971989393234253,0.9166666666666666,0.14433756729740646,0.8,0.10730867399773199,0.9797514033680834,0.014696680306225712,1.0,-0.002252304553985596,0.002565222978591919
0.02,2.0,2440,Benign,Benign,1,0.9999690055847168,0.8666666666666666,0.1632993161855452,0.9363636363636363,0.08672174558335867,0.9844098563825909,0.013564152002530423,1.0,-0.0036317944526672364,0.003631889820098877
0.02,2.0,5265,Maze,Maze,1,0.4403502941131592,0.5357142857142856,0.11845088536983571,0.6608391608391608,0.11587801550193001,0.9395181159420292,0.025539353917214045,0.55,-0.1647773150354624,0.16581049598753453
0.02,2.0,4958,Conti,Ako,0,0.2706075608730316,0.5,0.10910894511799618,0.6486013986013985,0.06409991518154799,0.9240230134607035,0.02069165898285563,0.1,-0.10658585429191589,0.10658585429191589
0.02,2.0,7476,Emotet,Shade,0,0.20342783629894257,0.3859126984126984,0.15127260507310444,0.4472527472527473,0.13969701430762432,0.8541431466203502,0.042841333276082506,0.25,-0.025064677838236092,0.15204714024439453
0.02,2.0,802,Benign,Benign,1,0.9999710321426392,0.9166666666666666,0.14433756729740646,0.8560606060606061,0.08931686456478481,0.985867901144565,0.009471941643410663,1.0,-0.0012272208929061889,0.0012272208929061889
0.02,2.0,2871,Benign,Benign,1,0.9999607801437378,0.6857142857142856,0.18220120447341895,0.8166666666666667,0.11112373665641762,0.975924035867901,0.009838098957958653,1.0,-0.0074074089527130125,0.0074074089527130125
0.02,2.0,7007,Transponder,CWS,0,0.36550164222717285,0.6523809523809523,0.1491472358415793,0.9272727272727271,0.08907235428302465,0.9692054655870443,0.013297014046125427,0.35,-0.07623039558529854,0.07623039558529854
0.02,2.0,3883,Benign,Benign,1,0.9998937845230103,0.7595238095238095,0.18956627904155285,0.8045454545454545,0.1416403313716626,0.9800393672085732,0.012071796174496717,1.0,-0.011629265546798707,0.011629265546798707
0.02,2.0,6614,Gator,Shade,0,0.14836521446704865,0.37500000000000006,0.08183170883849714,0.5071886446886447,0.11442353498084142,0.8587205094803878,0.03180316222648102,0.05,-0.04837893303483724,0.07775721158832312
0.02,2.0,8622,Zeus,Shade,0,0.21795758605003357,0.34424603174603174,0.1633594536551634,0.509618567706803,0.18522782839576757,0.8859965262700824,0.0394442170486753,0.3,-0.061364128300920126,0.11580615849234163
0.02,2.0,6057,180solutions,Emotet,0,0.2605852484703064,0.6547619047619045,0.051891654089769916,0.5620879120879121,0.09222825670976148,0.9217325227963524,0.0274519126280911,0.05,-0.21079697622917593,0.21079697622917593
0.02,2.0,6821,TIBS,TIBS,1,0.37889450788497925,0.6113095238095237,0.24366331530308333,0.8621212121212121,0.13669152498510956,0.9621014492753623,0.02082541122218215,0.5,-0.1995895031373948,0.1995895031373948
0.02,2.0,8376,Scar,Shade,0,0.2202632576227188,0.439484126984127,0.172912426297396,0.4881410256410256,0.09799196983889508,0.8818099580257636,0.03134478946717259,0.35,-0.003667912259697914,0.1603159535676241
0.02,2.0,6620,Gator,Gator,1,0.3352084159851074,0.33531746031746035,0.12296786057417591,0.4556068931068931,0.13491170287016863,0.8512881748444057,0.05198906123275126,0.05,-0.30075287986546756,0.30075287986546756
0.02,2.0,7502,Emotet,Emotet,1,0.9244049787521362,0.48988095238095236,0.17754766055543364,0.7121212121212119,0.06943296507508853,0.9354646113764655,0.027313392985038366,0.3,-0.7270906525664032,0.7270906525664032
0.02,2.0,1719,Benign,Benign,1,0.999895453453064,0.7428571428571428,0.18220120447341898,0.7826340326340326,0.15119542201990085,0.9793322154990157,0.015301613636631626,1.0,-0.013191694021224975,0.01319752335548401
0.02,2.0,8293,Scar,CWS,0,0.3880627155303955,0.557142857142857,0.18201442717729896,0.6124542124542123,0.09347910709681705,0.9142025737420472,0.02598367260835208,0.55,-0.0756716350093484,0.1077227184548974
0.02,2.0,7850,Refroso,CWS,0,0.2153172343969345,0.3462301587301588,0.13150361973353977,0.47106227106227105,0.09405720407266224,0.9108263447079233,0.02177716584819737,0.15,-0.08628230118192733,0.10588134848512709
0.02,2.0,3538,Benign,Benign,1,0.9999507665634155,0.6934523809523809,0.2103431962391026,0.8757575757575757,0.11047106747611021,0.9848764307064226,0.00875611647091106,1.0,-0.00741986334323883,0.00741986334323883
0.02,2.0,7438,Emotet,Scar,0,0.28280285000801086,0.6452380952380953,0.18224786888818678,0.7192141192141192,0.1282777449590663,0.949366721103248,0.014352281965293291,0.0,-0.1987773021683097,0.1987773021683097
0.02,2.0,1943,Benign,Benign,1,0.9999697208404541,0.8833333333333332,0.1589898669028243,0.9636363636363636,0.07272727272727271,0.980954290296712,0.01384144314809625,1.0,-0.001731601357460022,0.001731601357460022
0.02,2.0,5049,Conti,Maze,0,0.20282988250255585,0.2573412698412698,0.14280353381249833,0.5121336996336996,0.11138591062797275,0.869413043478261,0.036677140195174054,0.1,-0.11595958918333053,0.12283282577991486
0.02,2.0,7071,Transponder,Transponder,1,0.3345085084438324,0.7380952380952379,0.159719141249985,0.7796037296037296,0.13051422351972047,0.9601847826086958,0.013622677199011713,0.55,-0.07407468259334564,0.07407468259334564
0.02,2.0,7512,Emotet,Emotet,1,0.8014005422592163,0.4821428571428571,0.13162704992557128,0.43594322344322345,0.10352946839679947,0.8942140686061657,0.028250929631214273,0.1,-0.7371430013561622,0.7371430013561622
0.02,2.0,8743,Zeus,Pysa,0,0.3644769489765167,0.6809523809523809,0.1580062859336863,0.8045454545454545,0.07007473381725564,0.9582598322729898,0.0198220401402211,0.4,-0.05592193305492401,0.08977608978748322
0.02,2.0,8789,Pysa,Ako,0,0.4016123116016388,0.32043650793650796,0.14050575309954047,0.5467698967698966,0.11434648984972781,0.9105369807497465,0.02498048412815937,0.05,-0.3128198348917067,0.3128198348917067
0.02,2.0,976,Benign,Benign,1,0.9999699592590332,0.8166666666666667,0.16583123951777,0.9454545454545455,0.08331955809010617,0.9798498213895167,0.010283929869677045,1.0,-0.003613346815109253,0.003613346815109253
0.02,2.0,978,Benign,Benign,1,0.9999716281890869,0.8833333333333332,0.1589898669028243,0.9196969696969697,0.10333066734319704,0.9855289057374061,0.0108007439830915,1.0,-0.0014446347951889039,0.0014446347951889039
0.02,2.0,7811,Reconyc,Refroso,0,0.6703419089317322,0.42857142857142855,0.20331251519761104,0.5732600732600732,0.08470572219668261,0.9264836363636363,0.026908189419788894,0.15,-0.6026290839654393,0.6026290839654393
0.02,2.0,243,Benign,Benign,1,0.999968409538269,0.8833333333333332,0.1589898669028243,0.9363636363636363,0.08672174558335867,0.9746117955821243,0.013077834023946265,1.0,-0.005163314938545227,0.005163314938545227
0.02,2.0,6726,Gator,Zeus,0,0.30540260672569275,0.5595238095238094,0.1184508853698357,0.48014901764901763,0.1227255844336759,0.8979967338051169,0.030762514318160735,0.15,-0.1959744941443205,0.1959744941443205
0.02,2.0,4029,Benign,Benign,1,0.9999030828475952,0.6523809523809523,0.1491472358415793,0.8818181818181818,0.08672174558335867,0.9851206532040534,0.008903775107612952,1.0,-0.026988786458969117,0.02700243592262268
0.02,2.0,5189,Maze,Conti,0,0.30182984471321106,0.5886904761904762,0.21160609637407837,0.6789044289044288,0.09421655077371231,0.942309090909091,0.021773285625788053,0.3,-0.155703501123935,0.17396370889618992
0.02,2.0,3297,Benign,Benign,1,0.9999675750732422,0.7833333333333332,0.1589898669028243,0.9181818181818182,0.09045340337332908,0.9733870379820659,0.011915702442872978,1.0,-0.003575339913368225,0.003575339913368225
0.02,2.0,1645,Benign,Benign,1,0.9999710321426392,0.9166666666666666,0.14433756729740646,0.9454545454545455,0.08331955809010616,0.990723190201939,0.005822688339338648,1.0,-0.0007371783256530761,0.0007371902465820312
0.02,2.0,8886,Ako,Zeus,0,0.1517789512872696,0.5363095238095238,0.19186528454873222,0.4291208791208792,0.09178200068210747,0.910571584104518,0.0308669179424653,0.0,-0.08934893403202296,0.08934893403202296
0.02,2.0,6672,Gator,Gator,1,0.6387476325035095,0.4303571428571429,0.18970360429626315,0.5641691641691641,0.10998868423137546,0.8910334346504559,0.02548341437334052,0.4,-0.3721119014080614,0.41566219604574145
0.02,2.0,3211,Benign,Benign,1,0.9999737739562988,0.8833333333333332,0.1589898669028243,0.9272727272727271,0.08907235428302465,0.987726908216082,0.005144144077641845,1.0,-0.001175910234451294,0.001175910234451294
